customer_id,first_name,last_name,email,address,city,country,active
592,TERRANCE,ROUSH,TERRANCE.ROUSH@sakilacustomer.org,42 Fontana Avenue,Székesfehérvár,Hungary,0
367,ADAM,GOOCH,ADAM.GOOCH@sakilacustomer.org,230 Urawa Drive,Adoni,India,1
297,SHERRI,RHODES,SHERRI.RHODES@sakilacustomer.org,922 Vila Velha Loop,Ahmadnagar,India,1
175,ANNETTE,OLSON,ANNETTE.OLSON@sakilacustomer.org,431 Xi´angtan Avenue,Allappuzha (Alleppey),India,1
225,ARLENE,HARVEY,ARLENE.HARVEY@sakilacustomer.org,1014 Loja Manor,Ambattur,India,1
534,CHRISTIAN,JUNG,CHRISTIAN.JUNG@sakilacustomer.org,949 Allende Lane,Amroha,India,0
208,LUCY,WHEELER,LUCY.WHEELER@sakilacustomer.org,624 Oshawa Boulevard,Balurghat,India,1
413,MARVIN,YEE,MARVIN.YEE@sakilacustomer.org,126 Acuña Parkway,Berhampore (Baharampur),India,1
379,CARLOS,COUGHLIN,CARLOS.COUGHLIN@sakilacustomer.org,97 Mogiljov Lane,Bhavnagar,India,1
209,TONYA,CHAPMAN,TONYA.CHAPMAN@sakilacustomer.org,43 Dadu Avenue,Bhilwara,India,1
529,ERIK,GUILLEN,ERIK.GUILLEN@sakilacustomer.org,635 Brest Manor,Bhimavaram,India,1
15,HELEN,HARRIS,HELEN.HARRIS@sakilacustomer.org,419 Iligan Lane,Bhopal,India,1
202,CARLA,GUTIERREZ,CARLA.GUTIERREZ@sakilacustomer.org,642 Nador Drive,Bhusawal,India,1
468,TIM,CARY,TIM.CARY@sakilacustomer.org,1257 Guadalajara Street,Bijapur,India,1
167,SALLY,PIERCE,SALLY.PIERCE@sakilacustomer.org,1540 Wroclaw Drive,Chandrapur,India,1
509,RAUL,FORTIER,RAUL.FORTIER@sakilacustomer.org,1747 Rustenburg Place,Chapra,India,1
440,BERNARD,COLBY,BERNARD.COLBY@sakilacustomer.org,495 Bhimavaram Lane,Dhule (Dhulia),India,1
121,JOSEPHINE,GOMEZ,JOSEPHINE.GOMEZ@sakilacustomer.org,211 Chiayi Drive,Etawah,India,1
192,LAURIE,LAWRENCE,LAURIE.LAWRENCE@sakilacustomer.org,9 San Miguel de Tucumán Manor,Firozabad,India,1
117,EDITH,MCDONALD,EDITH.MCDONALD@sakilacustomer.org,1967 Sincelejo Place,Gandhinagar,India,1
370,WAYNE,TRUONG,WAYNE.TRUONG@sakilacustomer.org,1049 Matamoros Parkway,Gulbarga,India,1
186,HOLLY,FOX,HOLLY.FOX@sakilacustomer.org,435 0 Way,Haldia,India,1
259,LENA,JENSEN,LENA.JENSEN@sakilacustomer.org,1027 Banjul Place,Halisahar,India,1
412,ALLEN,BUTTERFIELD,ALLEN.BUTTERFIELD@sakilacustomer.org,791 Salinas Street,Hoshiarpur,India,1
136,ANITA,MORALES,ANITA.MORALES@sakilacustomer.org,788 Atšinsk Street,Hubli-Dharwad,India,1
60,MILDRED,BAILEY,MILDRED.BAILEY@sakilacustomer.org,81 Hodeida Way,Jaipur,India,1
32,AMY,LOPEZ,AMY.LOPEZ@sakilacustomer.org,176 Mandaluyong Place,Jhansi,India,1
224,PEARL,GARZA,PEARL.GARZA@sakilacustomer.org,60 Poços de Caldas Street,Jodhpur,India,1
31,BRENDA,WRIGHT,BRENDA.WRIGHT@sakilacustomer.org,33 Gorontalo Way,Kamarhati,India,1
492,LESTER,KRAUS,LESTER.KRAUS@sakilacustomer.org,1013 Tabuk Boulevard,Kanchrapara,India,1
274,NAOMI,JENNINGS,NAOMI.JENNINGS@sakilacustomer.org,1884 Shikarpur Avenue,Karnal,India,1
419,CHAD,CARBONE,CHAD.CARBONE@sakilacustomer.org,1948 Bayugan Parkway,Katihar,India,1
271,PENNY,NEAL,PENNY.NEAL@sakilacustomer.org,1675 Xi´angfan Manor,Kumbakonam,India,0
316,STEVEN,CURLEY,STEVEN.CURLEY@sakilacustomer.org,651 Pathankot Loop,Miraj,India,1
28,CYNTHIA,YOUNG,CYNTHIA.YOUNG@sakilacustomer.org,1425 Shikarpur Manor,Munger (Monghyr),India,1
59,CHERYL,MURPHY,CHERYL.MURPHY@sakilacustomer.org,1213 Ranchi Parkway,Mysore,India,1
152,ALICIA,MILLS,ALICIA.MILLS@sakilacustomer.org,1963 Moscow Place,Nagaon,India,1
268,NINA,SOTO,NINA.SOTO@sakilacustomer.org,1519 Ilorin Place,Palghat (Palakkad),India,1
300,JOHN,FARNSWORTH,JOHN.FARNSWORTH@sakilacustomer.org,41 El Alto Parkway,Parbhani,India,1
95,PAULA,BRYANT,PAULA.BRYANT@sakilacustomer.org,1697 Tanauan Lane,Pathankot,India,1
296,RAMONA,HALE,RAMONA.HALE@sakilacustomer.org,951 Stara Zagora Manor,Patiala,India,1
421,LEE,HAWKS,LEE.HAWKS@sakilacustomer.org,1661 Abha Drive,Pudukkottai,India,1
135,JUANITA,MASON,JUANITA.MASON@sakilacustomer.org,943 Johannesburg Avenue,Pune,India,1
426,BRADLEY,MOTLEY,BRADLEY.MOTLEY@sakilacustomer.org,1596 Acuña Parkway,Purnea (Purnia),India,1
78,LORI,WOOD,LORI.WOOD@sakilacustomer.org,936 Salzburg Lane,Rae Bareli,India,1
554,DWAYNE,OLVERA,DWAYNE.OLVERA@sakilacustomer.org,1447 Imus Place,Rajkot,India,1
336,JOSHUA,MARK,JOSHUA.MARK@sakilacustomer.org,1920 Weifang Avenue,Rampur,India,1
358,SAMUEL,MARLOW,SAMUEL.MARLOW@sakilacustomer.org,604 Bern Place,Ranchi,India,1
217,AGNES,BISHOP,AGNES.BISHOP@sakilacustomer.org,866 Shivapuri Manor,Sambhal,India,1
356,GERALD,FULTZ,GERALD.FULTZ@sakilacustomer.org,45 Aparecida de Goiânia Place,Satna,India,1
238,NELLIE,GARRETT,NELLIE.GARRETT@sakilacustomer.org,1964 Gijón Manor,Shimoga,India,1
68,NICOLE,PETERSON,NICOLE.PETERSON@sakilacustomer.org,57 Arlington Manor,Shivapuri,India,1
502,BRETT,CORNWELL,BRETT.CORNWELL@sakilacustomer.org,1197 Sokoto Boulevard,Siliguri (Shiliguri),India,1
287,BECKY,MILES,BECKY.MILES@sakilacustomer.org,1993 Tabuk Lane,Tambaram,India,1
170,BEATRICE,ARNOLD,BEATRICE.ARNOLD@sakilacustomer.org,1877 Ezhou Lane,Udaipur,India,1
